Number of line;Title;Text
8682;;
8683;;– Не рубай, козаче, 
8684;;Ти мене, тополю, 
8685;;– Не рубай, козаче, 
8686;;Ти мене, тополю, 
8687;;В тебе нима щастя, 
8688;;В мене нема долі.
8689;;
8690;;Не рубай, козаче, 
8691;;Я твоя дружина, 
8692;;Не рубай, козаче, 
8693;;Я твоя дружина, 
8694;;Подивись у гіллі, 
8695;;– Спить твоя дитина.
8696;;
8697;;Виряжала мати
8698;;Сина у солдати, 
8699;;Виряжала мати
8700;;Сина у солдати, 
8701;;Молоду невістку 
8702;;В поле жито жати.
8703;;
8704;БУЛА СОБІ ГАНЗЯ;Була собі Ганзя, 
8705;;Ганзя Бондарівна, 
8706;;Була в неї свекруха
8707;;Та й дуже невірна.
8708;;
8709;;А в неділю рано
8710;;Та й всі дзвони дзвонять, 
8711;;А свекруха Ганзю
8712;;В поле жати гонить:
8713;;
8714;;– Іди, іди, Ганю, 
8715;;Та й не оглядайся, 
8716;;Жни житечко в полі
8717;;Та й не розгинайся.
8718;;
8719;;Ой побігла Ганя
8720;;Та й не оглядалась, 
8721;;Жала вона, жала
8722;;Та й не розгіналась.
8723;;
8724;;Прибігла додому, –
8725;;Лихая година, 
8726;;У полі лишилась
8727;;Малая дитина.
8728;;
8729;;Біжи, Ганзю, біжи
8730;;Тою дорогою, 
8731;;Де ходить сокольо
8732;;З сивой бородою.
8733;;
8734;;- Соколю, соколю, 
8735;;Ти ходиш по полю, 
8736;;Не бачив дитини
8737;;Малої на полі?
8738;;
8739;;– Ой бачив я, бачив
8740;;Ген там, під копою, 
8741;;Ой чорнії круки
8742;;Рвуть її за руки.
8743;;
8744;;Ой чорнії круки
8745;;Рвуть її за руки, 
8746;;Малі крученята
8747;;Клюють оченята.
8748;;
8749;ПОПАЛАСЯ ГАНЯ;Попалася Ганя
8750;;На неньку лихую, 
8751;;Післала ї жати
8752;;В неділю святую.
8753;;
8754;;Як післала мати
8755;;В поле Ганю жати
8756;;І Гані завдала
8757;;П’ять корів здоїти.
8758;;
8759;;Ганя жито жала 
8760;;Й ся не підоймала, 
8761;;Як ся підоймила
8762;;Та й заговорила.
8763;;
8764;;Що вже сонце низько, 
8765;;Додому ни близько, 
8766;;Й снопи ни зношені, 
8767;;В кладні ни складені.
8768;;
8769;;Та забула Ганя, 
8770;;Шо в полю дитина,
8771;;
8772;;Ой як пішла Ганя
8773;;Лугами-долами, 
8774;;Здибається Ганя
8775;;З трьома соколами.
8776;;
8777;;– Ой ви, соколочки, 
8778;;Всі три сивеничкі, 
8779;;Чи не надибали
8780;;Мої дитиночки?
8781;;
8782;;– Ой ми надибали, – 
8783;;Няньки забавляли, 
8784;;Няньки забавляли. 
8785;;Очечки довбали.
8786;;
8787;;А першая нянька
8788;;Очечки довбала, 
8789;;А другая нянька
8790;;Кишечки сотала.
8791;;
8792;;А другая нянька
8793;;Кишечки сотала, 
8794;;А третяя нянька
8795;;Стерво рознесала.
8796;;
8797;;Ой як пішла Ганя
8798;;Лугами-долами
8799;;Та забігла Ганя
8800;;До рідної мами.
8801;;
8802;;– Дайте мені, мамцю, 
8803;;Ножика гострого, 
8804;;Най я собі вріжу
8805;;Полотна тонкого.
8806;;
8807;;Ой ни встигла мати
8808;;Ножика подати, 
8809;;Як Ганя приклала 
8810;;До сердечка свого.
8811;;
8812;;Ой як пішла Ганя
8813;;Лугами-долами...
8814;;
8815;А В ПОЛІ БЕРЕЗА;А в полі береза, 
8816;;А в полі кудрява, 
8817;;А на тій березі
8818;;Зозуля кувала.
8819;;А на тій березі
8820;;Зозуля кувала.
8821;;
8822;;Ой то не зозуля, 
8823;;То рідная мати. 
8824;;Вона виряжала
8825;;Сина у солдати:
8826;;Вона виряжала
8827;;Сина у солдати:
8828;;
8829;;– Ой іди, синочку, 
8830;;Довго не барися:
8831;;Через два годочки
8832;;Додому вернися.
8833;;Через два годочки
8834;;Додому вернися.
8835;;
8836;;Ой минає рочок, 
8837;;Другий наступає, 
8838;;Іде син додому, 
8839;;Та й жіночку має
8840;;Іде син додому, 
8841;;Та й жіночку має
8842;;
8843;;– Добрий вечір, мамо!
8844;;Чи рада ти мною?
8845;;Чи рада ти мною, 
8846;;Моєю жоною?
8847;;Чи рада ти мною, 
8848;;Моєю жоною?
8849;;
8850;;– Ой рада я, сину, 
8851;;Рада я тобою, 
8852;;Та не рада, сину, 
8853;;Твоєю жоною.
8854;;Та не рада, сину, 
8855;;Твоєю жоною.
8856;;
8857;;Посадила сина
8858;;За столом на розі, 
8859;;Молоду невістку
8860;;В сінях на порозі.
8861;;Молоду невістку
8862;;В сінях на порозі.
8863;;
8864;;Та й налила йому
8865;;Солодкого меду, 
8866;;Молодій невістці
8867;;Зеленого яду
8868;;Молодій невістці
8869;;Зеленого яду.
8870;;
8871;;Вони мед із ядом
8872;;Докупи ізлили, 
8873;;Як голуб й голубка
8874;;Голови схилили.
8875;;Як голуб й голубка
8876;;Голови схилили.
8877;;
8878;;Поховала сина
8879;;В зеленім садочку, 
8880;;Молоду невістку
8881;;В глибокім ярочку.
8882;;Молоду невістку
8883;;В глибокім ярочку.
8884;;
8885;;Посадила сину
8886;;Червону калину, 
8887;;Молодій невістці
8888;;Колючу тернину.
8889;;Молодій невістці
8890;;Колючу тернину.
8891;;
8892;;Червона калина
8893;;В'яне, посихає, 
8894;;Колюча тернина
8895;;Цвіте, процвітає.
8896;;Колюча тернина
8897;;Цвіте, процвітає.
8898;;
8899;ЧИ РАДА ТИ, НЕНЬКО;– Чи рада ти, ненько, 
8900;;Шо нас іде двоє? 
8901;;Шо нас іде двоє? 
8902;;
8903;;Шо нас іде двоє
8904;;На подвір’я твоє?
8905;;На подвір’я твоє?
8906;;
8907;;– Я синови рада, 
8908;;Бо моя дитина, 
8909;;Бо моя дитина, 
8910;;
8911;;Невісці не рада, –
8912;;Зроду не любила. 
8913;;Зроду не любила. 
8914;;
8915;;Сина посадила
8916;;За тесаним столом, 
8917;;За тесаним столом, 
8918;;
8919;;Молоду невістку
8920;;За сінним порогом. 
8921;;За сінним порогом. 
8922;;
8923;;Синови вточила
8924;;Солодкого меду, 
8925;;Солодкого меду, 
8926;;
8927;;Молоді невісці
8928;;Гадячого яду. 
8929;;Гадячого яду. 
8930;;
8931;;Невістка не пила, 
8932;;Милому лишила, 
8933;;Милому лишила, 
8934;;
8935;;Йа син лиш напився, –
8936;;За серце схопився. 
8937;;За серце схопився. 
8938;;
8939;;– Ой Боже мій, Боже, 
8940;;Шо я наробила: 
8941;;Шо я наробила:
8942;;
8943;;Шо двоє діточок
8944;;Разом ізгубила! 
8945;;Разом ізгубила! 
8946;;
8947;;Сина поховала
8948;;В церкві за дверима, 
8949;;В церкві за дверима, 
8950;;
8951;;Молоду невістку 
8952;;Межи парканами. 
8953;;Межи парканами. 
8954;;
8955;;На синові посадила 
8956;;Явір зелененький, 
8957;;Явір зелененький, 
8958;;
8959;;На молоді невісці 
8960;;Білую березу. 
8961;;Білую березу. 
8962;;
8963;;Явір до берези 
8964;;Й верхом хиляєця, 
8965;;Й верхом хиляєця, 
8966;;
8967;;Йа старій матінці 
8968;;Серце вриваєця.
8969;;
8970;ЧИ РАДА ТИ, МАТИ;– Чи рада ти, мати, 
8971;;Що нас іде двоє? 
8972;;Що нас іде двоє? 
8973;;
8974;;– Синові я рада, 
8975;;Син моя дитина, 
8976;;Син моя дитина, 
8977;;
8978;;Невістці не рада, 
8979;;– Бо-м не полюбила.
8980;;– Бо-м не полюбила.
8981;;
8982;;Синові налила
8983;;Зеленого пива, 
8984;;Зеленого пива, 
8985;;
8986;;Невістці налила
8987;;З чарами трутизну.
8988;;З чарами трутизну.
8989;;
8990;;Син вина не випив, 
8991;;– Під коника вилляв,
8992;;– Під коника вилляв, 
8993;;
8994;;З чарами, з трутизнов 
8995;;Та й переділився, 
8996;;Та й переділився, 
8997;;
8998;;З вороного коня
8999;;Хвильом похилився. 
9000;;Хвильом похилився. 
9001;;
9002;;– Ой Боже ж мій, Боже, 
9003;;Що ж я й наробила, 
9004;;Що ж я й наробила, 
9005;;
9006;;Що я двої діти 
9007;;З світа я згубила. 
9008;;З світа я згубила. 
9009;;
9010;;– Як ти знала, мати, 
9011;;Як нас чарувати, 
9012;;Як нас чарувати,
9013;;
9014;;
9015;;То знай же ж ти, мати, 
9016;;Як нас поховати.
9017;;Як нас поховати.
9018;;
9019;;Поховала сина
9020;;В церкві за дверима, 
9021;;В церкві за дверима, 
9022;;
9023;;А бідну невістку
9024;;В церкві на порозі. 
9025;;В церкві на порозі. 
9026;;
9027;;На синови виріс
9028;;Зелененький явір, 
9029;;Зелененький явір, 
9030;;
9031;;На бідній невістці – 
9032;;Білая й береза. 
9033;;Білая й береза. 
9034;;
9035;;Вітрець віє, віє, 
9036;;Вітрець повіває, 
9037;;Вітрець повіває, 
9038;;
9039;;[Явір до] берези
9040;;Всьо ся прихиляє, 
9041;;Всьо ся прихиляє, 
9042;;
9043;;Листок до листочка
9044;;Всьо ся притуляє. 
9045;;Всьо ся притуляє. 
9046;;
9047;ОЙ У ПОЛІ, В ПОЛІ;Ой у полі, в полі
9048;;Береза стояла, 
9049;;На тії березі
9050;;Зозуля кувала.
9051;;На тії березі
9052;;Зозуля кувала.
9053;;
9054;;Ой то не зозуля, 
9055;;То рідняя мати,
9056;;Вона виряжала
9057;;Сина й у солдати:
9058;;Вона виряжала
9059;;Сина й у солдати:
9060;;
9061;;– Іди, іди, сину, 
9062;;Довго не барися, 
9063;;За годок, за другий
9064;;Додому вернися.
9065;;За годок, за другий
9066;;Додому вернися.
9067;;
9068;;Вже рочок минає, 
9069;;А сина немає, 
9070;;Вже другий проходить, 
9071;;Любий син приходить:
9072;;Вже другий проходить, 
9073;;Любий син приходить:
9074;;
9075;;– Добрий вечір, мати, 
9076;;Чи рада ти мною?
9077;;Чи рада ти мною,
9078;;Чи мойой жоною?
9079;;Чи рада ти мною,
9080;;Чи мойой жоною?
9081;;
9082;;– Я синові рада,
9083;;Бо моя дитина,
9084;;Невістці не рада,
9085;;Бо чужа чужина.
9086;;Невістці не рада,
9087;;Бо чужа чужина.
9088;;
9089;;Посадила сина
9090;;За тисові столи,
9091;;Нелюбу невістку –
9092;;В сінях на порозі.
9093;;Нелюбу невістку –
9094;;В сінях на порозі.
9095;;
9096;;Дала свому сину
9097;;Вина-меду пити, 
9098;;Нелюбій невістці – 
9099;;Зеленої рути.
9100;;Нелюбій невістці – 
9101;;Зеленої рути.
9102;;
9103;;А вони обоє
9104;;Так дуже любили, 
9105;;Взяли теє пиво – 
9106;;В одну шклянку злили.
9107;;Взяли теє пиво – 
9108;;В одну шклянку злили.
9109;;
9110;;– Нехай теє пиво
9111;;Стоїть в одній склянці, 
9112;;Хай нас поховають
9113;;У неділю вранці.
9114;;Хай нас поховають
9115;;У неділю вранці.
9116;;
9117;;Поховали сина
9118;;В вишневім садочку, 
9119;;Нелюбу невістку – 
9120;;Під вікном, в куточку.
9121;;Нелюбу невістку – 
9122;;Під вікном, в куточку.
9123;;
9124;;Посадили сину
9125;;Червону калину, 
9126;;Нелюбій невістці – 
9127;;Суху яворину.
9128;;Нелюбій невістці – 
9129;;Суху яворину.
9130;;
9131;;Червона калина
9132;;Гіллє розпускає, 
9133;;Суху яворину 
9134;;Гіллєм обнімає.
9135;;Гіллєм обнімає.
9136;;
9137;ОЙ БУЛА СОБІ УДОВИНА;Ой була собі удовина, 
9138;;Ой була собі удовина, 
9139;;Мала вона сина Василина.
9140;;
9141;;Молодим його оженила, 
9142;;Молодим його оженила, 
9143;;Молоду невістку не злюбила.
9144;;
9145;;Василя послала орати, 
9146;;Василя послала орати, 
9147;;А невістку – отару пасти.
9148;;
9149;;Пасу я стадо, припасаю, 
9150;;Пасу я стадо, припасаю, 
9151;;Я до свого стада промовляю:
9152;;
9153;;– Ой стадо моє воронеє, 
9154;;– Ой стадо моє воронеє, 
9155;;Ой життя моє гореннеє.
9156;;
9157;;Ой пройшли мої марно літа, 
9158;;Ой пройшли мої марно літа, 
9159;;Так як сонечко навкруг світа.
9160;;
9161;;Поховала сина на цвинтарі, 
9162;;Поховала сина на цвинтарі, 
9163;;А невістку за цвинтарем.
9164;;
9165;;Посадила на сину садовину, 
9166;;Посадила на сину садовину, 
9167;;А на невістці яворину.
9168;;
9169;;Вершок до вершечка схиляється, 
9170;;Вершок до вершечка схиляється, 
9171;;А матері серце скипається.
9172;;
9173;;– Коли б я була цеє знала, 
9174;;– Коли б я була цеє знала, 
9175;;Була б діток не розлучала.
9176;;
9177;;Своїх діток не розлучала, 
9178;;Своїх діток не розлучала, 
9179;;Була б обох разом поховала!
9180;;
9181;ОЙ ЗА ГАЄМ ЗЕЛЕНЕНЬКИМ;Ой за гаєм зелененьким
9182;;Ой за гаєм зелененьким
9183;;Брала вдова льон дрібненький.
9184;;Брала вдова льон дрібненький.
9185;;
9186;;Брала вона, вибирала, 
9187;;Брала вона, вибирала, 
9188;;Тонкий голос подавала.
9189;;Тонкий голос подавала.
9190;;
9191;;Там Василько траву косить, 
9192;;Там Василько траву косить, 
9193;;Тонкий голос переносить.
9194;;Тонкий голос переносить.
9195;;
9196;;Кинув косу йа в травоньку, 
9197;;Кинув косу йа в травоньку, 
9198;;А сам пішов додомоньку.
9199;;А сам пішов додомоньку.
9200;;
9201;;А сам пішов додомоньку 
9202;;А сам пішов додомоньку 
9203;;Та й сів собі на лавоньку.
9204;;Та й сів собі на лавоньку. 
9205;;
9206;;Та й сів собі на лавоньку,
9207;;Та й сів собі на лавоньку, 
9208;;Та й похилив головоньку.
9209;;Та й похилив головоньку.
9210;;
9211;;– Чого сидиш та й думаєш?
9212;;– Чого сидиш та й думаєш?
9213;;Чого не п'єш, не гуляєш?
9214;;Чого не п'єш, не гуляєш?
9215;;
9216;;– Дозволь, мати, вдову взяти, 
9217;;– Дозволь, мати, вдову взяти, 
9218;;Буду пити ще й гуляти.
9219;;Буду пити ще й гуляти.
9220;;
9221;;– Не позволю вдови взяти, 
9222;;– Не позволю вдови взяти, 
9223;;Вдова вміє чарувати.
9224;;Вдова вміє чарувати.
9225;;
9226;;Счарувала мужа свого, 
9227;;Счарувала мужа свого, 
9228;;Ще й вчарує сина мого.
9229;;Ще й вчарує сина мого.
9230;;
9231;ОЙ ЗА ГАЙОМ ЗЕЛЕНЕНЬКИМ;Ой за гайом зелененьким
9232;;Брала вдова льон дрібненький.
9233;;
9234;;Брала, брала, вибирала, 
9235;;Жалібненько заспівала
9236;;
9237;;– Позволь, мати, женитися,
9238;;Позволь, мати, вдову взяти.
9239;;
9240;СИН МАТЕРІ НЕ ПОСЛУХАВ;Син матері не послухав, 
9241;;Сів на коня та й поїхав. 
9242;;Вийшла мати, вийшла з хати, 
9243;;Стала сина заклинати:
9244;;
9245;;– Щоб ти, сину, став явором, 
9246;;А твій коник став горою, 
9247;;Сиділочко – глидиною, 
9248;;Нагаєчка – гадиною.
9249;;
9250;;Пішла мати в поле жати, 
9251;;Стала хмарка наступати,
9252;;Дрібний дощик накрапати, 
9253;;Стала мати утікати.
9254;;
9255;;Ой як з поля утікала, –
9256;;Під явором ночувала, 
9257;;Із явора листя рвала, –
9258;;Під голову собі клала.
9259;;
9260;;Із явора листя рвала, 
9261;;Із явором розмовляла: 
9262;;– Не рви, мамцю, листя з мене, 
9263;;Бо прокляла ой ти мене!
9264;;
9265;ОЙ З-ЗА ГОРИ;Ой з-за гори, 
9266;;З-за високої
9267;;Та буйний вітер 
9268;;Да й повіває...
9269;;
9270;;Та буйний вітер 
9271;;Да й повіває, 
9272;;Та батько сина
9273;;Да й відправляє:
9274;;
9275;;– Ой іди, синку, 
9276;;Да й преч від мене, 
9277;;Бо незгідная
9278;;Дружина в тебе:
9279;;
9280;;Ані щирости, 
9281;;Ані радости, 
9282;;Ані чорніх брів, 
9283;;Ані добріх слів.
9284;;
9285;;Йа взяв милий милу 
9286;;За білу ручку 
9287;;Та й повів її
9288;;На Дунай-річку,
9289;;
9290;;Та купив її
9291;;Корабель новий, – 
9292;;Корабель новий
9293;;Ще й сіделечко...
9294;;
9295;;Корабель новий
9296;;Ще й сіделечко: 
9297;;– Да сідай, сідай, 
9298;;Моє сердечко!
9299;;
9300;;Корабель пливе, 
9301;;Аж Дунай реве, 
9302;;А дитя плаче, –
9303;;Аж луги шумлят.
9304;;
9305;;А дитя плаче, –
9306;;Аж луги шумлят, 
9307;;А мила сидит, 
9308;;Як свіча горит.
9309;;
9310;;Виплив корабель 
9311;;Під густі лози, 
9312;;Обілляли милу 
9313;;Дрібнії сльози.
9314;;
9315;;Йа прийшов милий
9316;;Та й додомочку, 
9317;;Да склонив, склонив
9318;;На стіл головочку:
9319;;
9320;;Ані щирости, 
9321;;Ані радости, 
9322;;Ані чорніх брів, 
9323;;Ані добріх слів!
9324;;
9325;ДА ЧОРНА Й ХМАРА НАСТУПИЛА;Да чорна й хмара наступила, 
9326;;Да чорна й хмара наступила, 
9327;;Мати дочки не злюбила. 
9328;;Мати дочки не злюбила. 
9329;;
9330;;Та мати дочки не злюбила, 
9331;;Та мати дочки не злюбила, 
9332;;Зимня її проступила.
9333;;Зимня її проступила.
9334;;
9335;;Да батько сина ні на й очі: 
9336;;Да батько сина ні на й очі: 
9337;;– Ой йди, синку, й куда хочеш.
9338;;– Ой йди, синку, й куда хочеш.
9339;;
9340;;Да вийшов синок за ворота 
9341;;Да вийшов синок за ворота 
9342;;Да й став собі, як сирота.
9343;;Да й став собі, як сирота.
9344;;
9345;;Да й старша й сестра коня веде,
9346;;Да й старша й сестра коня веде,
9347;;Середуща – сідло несе.
9348;;Середуща – сідло несе.
9349;;
9350;;Да найменча, найширіша
9351;;Вороточка й одчиняє
9352;;Да й ся брата да й питає:
9353;;
9354;;– Да ой ти, брати, ти ж Василю,
9355;;– Да ой ти, брати, ти ж Василю,
9356;;Коли будеш ти в гостині?
9357;;Коли будеш ти в гостині?
9358;;
9359;;Да й возьми, сестро, жита в жменю
9360;;Да й возьми, сестро, жита в жменю
9361;;Розсій його по каменю.
9362;;Розсій його по каменю.
9363;;
9364;;Да як той камінь жито вродить,
9365;;Да як той камінь жито вродить,
9366;;Тоді братчик в гості прийде!
9367;;Тоді братчик в гості прийде!
9368;;
9369;ТУМАН ЯРОМ ПОКОТИВСЯ;Туман яром покотився, 
9370;;Туман яром покотився,  
9371;;Батько з сином посварився:
9372;;
9373;;– Іди, сину, ти від мене, 
9374;;– Іди, сину, ти від мене,  
9375;;Через тебе горе в мене.
9376;;
9377;;Син від батька вибирається, 
9378;;Син від батька вибирається,  
9379;;Слізоньками вмивається.
9380;;
9381;;Слізоньками вмивається, 
9382;;Слізоньками вмивається,  
9383;;Із сестрами прощається.
9384;;
9385;;Старша сестра коня веде, 
9386;;Старша сестра коня веде,  
9387;;А другая сідло несе.
9388;;
9389;;Найменшая хустку шиє,  
9390;;Найменшая хустку шиє,  
9391;;Вона її слізьми миє.
9392;;
9393;;– Ой братіку, ой брате наш, 
9394;;– Ой братіку, ой брате наш, 
9395;;Коли прийдеш в гості до нас?
9396;;
9397;;– Візьми, сестро, піску жменю, 
9398;;– Візьми, сестро, піску жменю, 
9399;;Посій його на каменю.
9400;;
9401;;Як той пісок житом зійде, 
9402;;Як той пісок житом зійде, 
9403;;Тоді ваш брат в гості прийде.
9404;;
9405;;Нема жита – ні колосу, 
9406;;Нема жита – ні колосу, 
9407;;Нема брата – ні голосу.
9408;;
9409;;Нема жита, – вода змила, 
9410;;Нема жита, – вода змила, 
9411;;Нема брата, – куля вбила.
9412;;
9413;ЧОРНА ХМАРА НАСТУПАЄ;Чорна хмара наступає, 
9414;;Чорна хмара наступає, 
9415;;А син матір проганяє:
9416;;
9417;;– Ідіть, мамо, ви від мене, 
9418;;– Ідіть, мамо, ви від мене, 
9419;;Будуть гостоньки у мене.
9420;;
9421;;– Буду, сину, у запічку,
9422;;– Буду, сину, у запічку, 
9423;;Малим діткам за наймичку.
9424;;
9425;;– Дітки самі будуть спати, 
9426;;– Дітки самі будуть спати, 
9427;;А ти, мати, пріч із хати.
9428;;
9429;;Пішла мати стежичкою,
9430;;Пішла мати стежичкою,
9431;;Зустрілася із дочкою:
9432;;
9433;;– Ой куди ж ви, мамцю, йдете, 
9434;;– Ой куди ж ви, мамцю, йдете, 
9435;;Що так дрібні сльози ллєте?
9436;;
9437;;– Моя доню, йду до тебе, 
9438;;– Моя доню, йду до тебе, 
9439;;Прогнав мене син від себе!
9440;;
9441;;– Я вас, мамо, не приймаю, 
9442;;– Я вас, мамо, не приймаю, 
9443;;Бо лихую долю маю.
9444;;
9445;;– Будем, доню, заробляти, 
9446;;– Будем, доню, заробляти, 
9447;;Лихій долі догоджати.
9448;;
9449;;– Ручки-ніжки одробила, 
9450;;– Ручки-ніжки одробила, 
9451;;Лихій долі не вгодила.
9452;;
9453;У ПОЛЮ МОГИЛА;(й) У полю могила
9454;;З вітром говорила:
9455;;– Повій, вітре буйнесенький,
9456;;Шоб я не зчорніла.
9457;;– Повій, вітре буйнесенький,
9458;;Шоб я не зчорніла.
9459;;
9460;;Шоб я не зчорніла,
9461;;Шоб я не змарніла,
9462;;Шоб на мені трава росла,
9463;;Росла, зеленіла.
9464;;Шоб на мені трава росла,
9465;;Росла, зеленіла.
9466;;
9467;;І сонце не гріє,
9468;;І вітер не віє,
9469;;Серед степу край дороги
9470;;Могила чорніє.
9471;;Серед степу край дороги
9472;;Могила чорніє.
9473;;
9474;ОЙ РОСПИВСЯ ВАСИЛЕЧКО;Ой роспився Василечко, 
9475;;Роспився, роспився, 
9476;;Купив собі човен новий, 
9477;;Щоби-сь не втопився.
9478;;Купив собі човен новий, 
9479;;Щоби-сь не втопився.
9480;;
9481;;Ой звіявся буйний вітер
9482;;З глібокого яру: –
9483;;Вивернуло Василечка
9484;;Посеред Дунаю!
9485;;Вивернуло Василечка
9486;;Посеред Дунаю!
9487;;
9488;;Мати ходит, руки ломит
9489;;З мізиного пальця:
9490;;Нема, нема та й не буде
9491;;Василя коханьця!
9492;;Нема, нема та й не буде
9493;;Василя коханьця!
9494;;
9495;;– Ой ви, хлопці-риболовці, 
9496;;Нате вам штири гроші, 
9497;;Лиш ви найдіт Василечка, –
9498;;Він пишний, хороший!
9499;;Лиш ви найдіт Василечка, –
9500;;Він пишний, хороший!
9501;;
9502;;Угляділи Василечка
9503;;Тридцять дві години,
9504;;Йа винайшли Василечка
9505;;В глібокій долині.
9506;;Йа винайшли Василечка
9507;;В глібокій долині.
9508;;
9509;;Тешут явір, тешут явір, 
9510;;Тешут яворину, –
9511;;Молодому Васильові
9512;;Роблят дубовину.
9513;;Молодому Васильові
9514;;Роблят дубовину.
9515;;
9516;;Василя везут, коня ведут, 
9517;;"Кінь ся ж спотикає;"
9518;;За Васильом рідна мати
9519;;З жалю умліває.
9520;;За Васильом рідна мати
9521;;З жалю умліває.
9522;;
9523;;Василя везут, коня ведут, 
9524;;Кінь головку клонит, –
9525;;За Васильом рідна мати
9526;;Білі ручки ломит.
9527;;За Васильом рідна мати
9528;;Білі ручки ломит.
9529;;
9530;;Ломит вона білі ручки
9531;;З мізиного пальця:
9532;;Нема, нема і не буде
9533;;Василя коханьця!
9534;;Нема, нема і не буде
9535;;Василя коханьця!
9536;;
9537;ЗА ВАСИЛЬОМ, ЗА ВАСИЛЬОМ;За Васильом, за Васильом, 
9538;;Де Василь подівся?
9539;;Якби Василь в гаю косив, 
9540;;Гай би зеленівся.
9541;;
9542;;Якби Василь в гаю косив, –
9543;;"Пташки б щебетали;"
9544;;Якби Василь в гаю лежав, –
9545;;Музики би грали.
9546;;
9547;;За Васильом, за Васильом, 
9548;;Де Василь подівся?
9549;;Купив собі новий човен, 
9550;;Щоби не втопився.
9551;;
9552;;Звіялися буйні вітри
9553;;З зеленого гаю, 
9554;;Вивернули Василечка
9555;;Посеред Дунаю.
9556;;
9557;;– Ой ви, хлопці-риболовці, 
9558;;Дам по штири гроші, 
9559;;Вирятуйте Василечка, 
9560;;Бо дуже хороший.
9561;;
9562;;Коня ведут, тіло везут, 
9563;;Кінь головку клони, 
9564;;За Васильом його ненька
9565;;Білі ручки ломи.
9566;;
9567;З ГОРЯ І З ДОСАДИ;З горя і з досади, 
9568;;Що буду робити? –
9569;;Заберу невісток, 
9570;;Пійду в корчму пити.
9571;;
9572;;Ой пила б я, пила, 
9573;;Та й вже напилася, 
9574;;А як напилася, –
9575;;На стіл нахилилася.
9576;;
9577;;А першая каже: 
9578;;– Беримо ми маму. 
9579;;А другая каже: 
9580;;– Ведімо додому.
9581;;
9582;;А третяя каже: 
9583;;– Ведімо до броду
9584;;Та скоро укінем 
9585;;Її к чорту в воду!
9586;;
9587;НАЩО Ж БО Я ПОВДОВІЛА;Нащо ж бо я повдовіла, 
9588;;Нащо ж бо я повдовіла,  
9589;;В мене хата погоріла.
9590;;
9591;;– Брати мої, соколики,  
9592;;– Брати мої, соколики,  
9593;;Прийміть мене у сусідоньки.
9594;;
9595;;– Сестро наша-перепілко, 
9596;;– Сестро наша-перепілко,  
9597;;Нащо в тебе діток стільки?
9598;;
9599;;Як ми сядем обідати, 
9600;;Як ми сядем обідати,  
9601;;Дітки будуть заглядати.
9602;;
9603;;– Як сядете обідати,  
9604;;– Як сядете обідати,  
9605;;То я вишлю діток з хати:
9606;;
9607;;– Ідіть, дітки, пріч із хати, 
9608;;– Ідіть, дітки, пріч із хати,  
9609;;Будуть дядьки обідати.
9610;;
9611;;Поки дядьки обідали, 
9612;;Поки дядьки обідали,  
9613;;Дітки батька відвідали:
9614;;
9615;;– Ой таточку, наш соколю, 
9616;;– Ой таточку, наш соколю,  
9617;;Забери нас із собою.
9618;;
9619;;– Ой радий я вас забрати, 
9620;;– Ой радий я вас забрати,  
9621;;Та не можу звідсі встати!
9622;;
9623;;Сира земля привалила, 
9624;;Сира земля привалила,  
9625;;Чорні очі засипала.
9626;;
9627;ОЙ НЕ ГНИСЯ, ГРУШКО РАСНА;Ой не гнися, грушко расна, 
9628;;Ой не гнися, грушко расна, 
9629;;Не журися, дівко красна. 
9630;;Не журися, дівко красна. 
9631;;
9632;;Не журися, й віддасися, 
9633;;Не журися, й віддасися, 
9634;;Свого серця й наїсися. 
9635;;Свого серця й наїсися. 
9636;;
9637;;Під білою березою 
9638;;Під білою березою 
9639;;Сидит братик йа з сестрою. 
9640;;Сидит братик йа з сестрою. 
9641;;
9642;;Братчик сидит, в дудку грає, 
9643;;Братчик сидит, в дудку грає, 
9644;;Сестра сидит, сльози лляє. 
9645;;Сестра сидит, сльози лляє. 
9646;;
9647;;– Ой чого ж ти, сестро, плачеш, 
9648;;– Ой чого ж ти, сестро, плачеш, 
9649;;Видей, же ти плати хочеш?
9650;;Видей, же ти плати хочеш? 
9651;;
9652;;– Ой не хочу, брате, плати, 
9653;;– Ой не хочу, брате, плати, 
9654;;Бо мала нас їдна мати.
9655;;Бо мала нас їдна мати. 
9656;;
9657;;Ой їдна нас мати мала, 
9658;;Ой їдна нас мати мала, 
9659;;Не їднако вінувала. 
9660;;Не їднако вінувала. 
9661;;
9662;;Тобі дала воли, поле, 
9663;;Тобі дала воли, поле, 
9664;;Мені дала дві голочки. 
9665;;Мені дала дві голочки. 
9666;;
9667;;Мені дала дві голочки 
9668;;Мені дала дві голочки 
9669;;На нещасні відробочки. 
9670;;На нещасні відробочки. 
9671;;
9672;;Щоб я шила-вишивала, 
9673;;Щоб я шила-вишивала, 
9674;;Дрібні діти годувала, 
9675;;Дрібні діти годувала, 
9676;;
9677;;Серпом жала-зажинала, 
9678;;Серпом жала-зажинала, 
9679;;Лиху долю годувала. 
9680;;Лиху долю годувала. 
9681;;
9682;;– Приїдь, сестро, йа в неділю, 
9683;;– Приїдь, сестро, йа в неділю, 
9684;;Половину добра вділю. 
